gazetteerId,placeName,sourcePlaceName,pleiadesId,pleiadesName,latitude,longitude,featureType,description,uri,confidence
GAZ00283,Thillafica,Thillafica,876722,Thillafica,,,unknown,"An ancient place, cited: BAtlas 89 unlocated Thillafica",http://pleiades.stoa.org/places/876722,confirmed
GAZ00284,Thillazamana,Thillazamana,876723,Thillazamana,,,unknown,"An ancient place, cited: BAtlas 89 unlocated Thillazamana/Monithilla",http://pleiades.stoa.org/places/876723,confirmed
GAZ00285,Thmou,Thmou,737091,Tmou,28.150535,30.67969,unknown,"An ancient place, cited: BAtlas 75 D4 Tmou",http://pleiades.stoa.org/places/737091,confirmed
GAZ00286,Ticinum,Ticenensis,383798,Ticinum,45.185899,9.156562,unknown,"An ancient city of Gallia Transpadana, Ticinum lay along the line of the ancient Via Aemilia. Today Ticinum is the modern city of Pavia.",http://pleiades.stoa.org/places/383798,confirmed
GAZ00287,Tillibarensis,Tillibarensis,344516,Tillibari,32.31633,10.399072,unknown,"An ancient place, cited: BAtlas 35 C2 Tillibari",http://pleiades.stoa.org/places/344516,confirmed
GAZ00288,Toloha,Toloha,697755,Toloha,30.843214,35.406656,unknown,"An ancient place, cited: BAtlas 71 A4 Toloha",http://pleiades.stoa.org/places/697755,confirmed
GAZ00289,Transdiernae,Transdiernis,207508,Transdierna,44.662795,22.404513,unknown,"An ancient place, cited: BAtlas 21 E5 Transdierna",http://pleiades.stoa.org/places/207508,confirmed
GAZ00290,Transmarisca,Transmariscae,217021,Transmarisca,44.044753,26.614532,unknown,"An ancient place, cited: BAtlas 22 D4 Transmarisca",http://pleiades.stoa.org/places/217021,confirmed
GAZ00291,Trapezunta,Trapezunta,857359,Trapezunt,41.002662,39.718172,unknown,An ancient settlement of Asia Minor on the south coast of the Black Sea. Modern Trabzon in Turkey.,http://pleiades.stoa.org/places/857359,confirmed
GAZ00292,Triberorum,Triberorum,108894,Col. Augusta Treverorum,49.753731,6.646217,unknown,The chief ancient city (civitas) of the Treveri. Modern Trier in Germany.,http://pleiades.stoa.org/places/108894,confirmed
GAZ00293,Tricomia,Tricomia,678436,Tricomia,32.491336,36.712059,unknown,"An ancient place, cited: BAtlas 69 E5 Tricomia",http://pleiades.stoa.org/places/678436,confirmed
GAZ00294,Tricornium,Tricornio,207515,Tricornium,44.733229,20.649959,unknown,"An ancient place, cited: BAtlas 21 C5 Tricornium",http://pleiades.stoa.org/places/207515,confirmed
GAZ00295,Trimammium,Trimammio,217023,Trimammium,43.708048,25.831077,unknown,"An ancient place, cited: BAtlas 22 C5 Trimammium",http://pleiades.stoa.org/places/217023,confirmed
GAZ00296,Tubuniensis,Tubuniensis,334580,Limes Tubunensis,35.5,5.5,unknown,"An ancient place, cited: BAtlas 34 D2 Limes Tubunensis",http://pleiades.stoa.org/places/334580,confirmed
GAZ00297,Tungros,Tungros,108765,Atuatuca Tungrorum,50.780857,5.464831,unknown,"Atuatuca (modern Tongeren, Belgium) was also known as Aduatuca Tungrorum or Atuatuca Tongrorum and served as the capital of the Civitas Tungrorum.",http://pleiades.stoa.org/places/108765,confirmed
GAZ00298,Ualtha,Ualtha,697762,Valtha,31.554249,35.772658,unknown,"An ancient place, cited: BAtlas 71 B2 Valtha",http://pleiades.stoa.org/places/697762,confirmed
GAZ00299,Vallatium,Vallatio,119017,Vallatum,48.717024,11.493325,unknown,At Vallatum? (the Oppidum of Manching) are the remains of a massive proto-urban Celtic settlement that reached its maximum size of ca. 380 ha during the late La Tène period (late second century BC).,http://pleiades.stoa.org/places/119017,confirmed
GAZ00300,Vallatum,Vallato,119017,Vallatum,48.717024,11.493325,unknown,At Vallatum? (the Oppidum of Manching) are the remains of a massive proto-urban Celtic settlement that reached its maximum size of ca. 380 ha during the late La Tène period (late second century BC).,http://pleiades.stoa.org/places/119017,confirmed
GAZ00301,Valle Diocletiana,Valle Diocletiana,678447,Valle Diocletiana,33.753494,36.973873,unknown,"An ancient place, cited: BAtlas 69 F2 ‘Valle Diocletiana’",http://pleiades.stoa.org/places/678447,confirmed
GAZ00302,Vangiones,Vangiones,109410,Vangiones,49.9937962862,8.26684591801,unknown,"The Vangiones were a Germanic tribe. They allied themselves with Ariovistus (58 BC) as he invaded Gaul and was defeated by Julius Caesar near Belfort. Drusus established two forts among the Vangiones, castrum Mogontiacum (13 BC, later Mainz) and another (14 BC) at Worms.",http://pleiades.stoa.org/places/109410,confirmed
GAZ00303,Veleia,Veleia,246232,Veleia,42.819044,-2.807792,unknown,Bele(g)ia/Veleia (Iruña-Veleia) was a Roman town along the ab Asturica Burdigalam road.,http://pleiades.stoa.org/places/246232,confirmed
GAZ00304,Venaxamodorum,Venaxamodorum,119019,Venaxamodurum,48.735955,11.184336,unknown,"An ancient place, cited: BAtlas 12 E4 Venaxamodurum",http://pleiades.stoa.org/places/119019,confirmed
GAZ00305,Vercellae,Vercellis,383815,Vercellae,45.321094,8.426374,unknown,"Originally a captial of the Libici, a tribe of Ligurians, Vercellae became an important Roman municipium.",http://pleiades.stoa.org/places/383815,confirmed
GAZ00306,Veriaraca,Veriaraca,668396,Veriaraca,34.385516,38.082065,unknown,"An ancient place, cited: BAtlas 68 F5 Veriaraca",http://pleiades.stoa.org/places/668396,confirmed
GAZ00307,Verona,Veronensis,383816,Verona,45.438954,10.994371,unknown,Verona was an ancient settlement that became a Roman colonia in 89 BC and a municipium in 49 BC.,http://pleiades.stoa.org/places/383816,confirmed
GAZ00308,Verteris,Verteris,89312,Verteris,54.5214081466,-2.32367380505,unknown,"An ancient place, cited: BAtlas 9 E6 Verteris",http://pleiades.stoa.org/places/89312,confirmed
GAZ00309,Veterocaria,Veterocariae,697750,Veterocaria,30.314037,35.385319,unknown,"An ancient place, cited: BAtlas 71 A5 Sobora/Karkaria",http://pleiades.stoa.org/places/697750,confirmed
GAZ00310,Vetusalina,Vetusalinae,197580,Vetus Salina,47.119577,18.86527,unknown,Vetus Salina was the site of a Roman castrum on the frontier of Pannonia Inferior.,http://pleiades.stoa.org/places/197580,confirmed
GAZ00311,Viamata,sub Radice - Viamata,217040,Viamata,42.492859,24.843007,unknown,"An ancient place, cited: BAtlas 22 B6 Viamata",http://pleiades.stoa.org/places/217040,confirmed
GAZ00312,Viennae,Viennae,167719,Col. Vienna,45.524817,4.878717,unknown,A settlement of the Allobroges in Gallia Narbonensis that became a Roman colony in 47 BC.,http://pleiades.stoa.org/places/167719,confirmed
GAZ00313,Viminacium,Viminacio,207549,Viminacium,44.716471,21.166605,unknown,"An ancient city and Roman legionary base along the Danube, near modern Kostolac (Костолац, Caştelu) in Serbia.",http://pleiades.stoa.org/places/207549,confirmed
GAZ00314,Vindobala,Vindobala,89315,Vindobala,55.00241,-1.82535,unknown,"An ancient place, cited: BAtlas 9 F6 Vindovala",http://pleiades.stoa.org/places/89315,confirmed
GAZ00315,Vindolana,Vindolana,89313,Vindolanda,54.991355,-2.361412,fort,A fort south of Hadrian's Wall and findspot of the Vindolanda Tablets.,http://pleiades.stoa.org/places/89313,confirmed
GAZ00316,Virosidum,Virosido,89317,Virosidum,54.3068751237,-2.09791134362,fort,A Roman fort at present-day Bainbridge. Cited as BAtlas 9 E6 Virosidum,http://pleiades.stoa.org/places/89317,confirmed
GAZ00317,Ziganne,Ziganne,857385,Ziganne,42.631325,41.504797,unknown,"An ancient place, cited: BAtlas 87 G2 Zigan(n)e/Siganeon",http://pleiades.stoa.org/places/857385,confirmed
GAZ00318,Ziza,Ziza,697767,Ziza,31.703711,35.952182,unknown,"An ancient place, cited: BAtlas 71 B2 Ziza",http://pleiades.stoa.org/places/697767,confirmed
GAZ00319,Zoara,Zoarae,697768,Zoara,31.02726,35.481813,unknown,"An ancient place, cited: BAtlas 71 A3 Zoara",http://pleiades.stoa.org/places/697768,confirmed
GAZ00320,Zodocatha,Zodocathae,697769,Zodacatha,30.186526,35.512756,unknown,"An ancient place, cited: BAtlas 71 B5 Zodacatha",http://pleiades.stoa.org/places/697769,confirmed
